Gene_Symbol,Gene_Name,Entrez_Gene_ID,Ensembl_Gene_ID,Evidence_Tier,In_Strict_28,In_Primary_81,In_MediumExtended_176,In_BroadSensitivity_430,Primary_Source_Databases,Primary_Source_Count,Medium_Source_Databases,Medium_Source_Count,Broad_Source_Databases,Broad_Source_Count,GeneCards_Strict_ge5,GeneCards_Main_ge3,GeneCards_Broad_ge0.9,OMIM_UltraStrict,OMIM_Primary,OMIM_PrimaryPlusExtended,DisGeNET_Primary_raw_ge0.30,DisGeNET_Conservative_EI_ge0.80,DisGeNET_HumanLiterature,GeneCards_Relevance_Score,GeneCards_Knowledge_Score,OMIM_Gene_MIM_ID,OMIM_Phenotype_MIM_IDs,OMIM_Evidence_Layers,OMIM_Mechanism_Tags,DisGeNET_Raw_GDA_Score,DisGeNET_EI,DisGeNET_N_PMIDs,Interpretation_Note
CYP2C9,Cytochrome P450 Family 2 Subfamily C Member 9,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,93.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
CYP3A4,Cytochrome P450 Family 3 Subfamily A Member 4,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.5259428,92.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
CYP3A5,Cytochrome P450 Family 3 Subfamily A Member 5,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.4548626,90.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
CYP4A11,Cytochrome P450 Family 4 Subfamily A Member 11,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,84.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
CYP4F2,Cytochrome P450 Family 4 Subfamily F Member 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.4548626,86.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
DBH,Dopamine Beta-Hydroxylase,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,95.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
DECR1,"2,4-Dienoyl-CoA Reductase 1",,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,75.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
DIDO1,Death Inducer-Obliterator 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,75.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
DKK1,Dickkopf Wnt Signaling Pathway Inhibitor 1,22943,ENSG00000107984,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.374183,86.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
DKK3,dickkopf Wnt signaling pathway inhibitor 3,27122,ENSG00000050165,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
DLG4,Discs Large MAGUK Scaffold Protein 4,1742,ENSG00000132535,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.9303856,100.0,,,,,0.25,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
DLGAP4,DLG associated protein 4,22839,ENSG00000080845,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.25,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
DNASE1,Deoxyribonuclease 1,1773,ENSG00000213918,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.7358501,82.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
DNMT3A,DNA Methyltransferase 3 Alpha,1788,ENSG00000119772,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.6111301,100.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
DPP4,Dipeptidyl Peptidase 4,1803,ENSG00000197635,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.6111301,88.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
DUSP2,Dual Specificity Phosphatase 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.9833109,72.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
DUSP22,Dual Specificity Phosphatase 22,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.278482,74.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
EDN1,Endothelin 1,1906,ENSG00000078401,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.278482,90.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
EFEMP2,EGF-Like Fibulin Extracellular Matrix Protein 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,88.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ELANE,"Elastase, Neutrophil Expressed",,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.9833109,98.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ELN,Elastin,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,86.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ENG,Endoglin,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,3.2974052,98.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ENHO,Energy Homeostasis Associated,375704,ENSG00000168913,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.7358501,46.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ENO1,Enolase 1,,,Strict,True,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,True,True,True,False,False,False,False,False,False,7.8742743,92.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ENO2,Enolase 2,2026,ENSG00000111674,BroadSensitivity,False,False,False,True,,0,,0,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,False,True,1.8315511,85.0,,,,,0.2,0.75,8,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
EP300,EP300 Lysine Acetyltransferase,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.4548626,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
EPHX2,Epoxide Hydrolase 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.9122307,92.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
EPO,Erythropoietin,2056,ENSG00000130427,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.6465712,85.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ESR1,Estrogen Receptor 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ESR2,Estrogen Receptor 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
F12,Coagulation Factor XII,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
F13A1,Coagulation Factor XIII A Chain,2162,ENSG00000124491,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.153762,95.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
F2,"Coagulation Factor II, Thrombin",2147,ENSG00000180210,Strict,True,True,True,True,OMIM,1,OMIM,1,GeneCards;OMIM;DisGeNET,3,False,False,True,True,True,True,False,False,True,2.5259428,100.0,176930,601367,UltraStrict_Direct_AIS,direct_ischemic,0.2,0.6666666666666666,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
F2R,Coagulation Factor II Thrombin Receptor,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,87.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
F3,"Coagulation Factor III, Tissue Factor",,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,84.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
F5,Coagulation Factor V,2153,,Strict,True,True,True,True,OMIM,1,OMIM,1,GeneCards;OMIM,2,False,False,True,True,True,True,False,False,False,2.374183,99.0,612309,601367;188055,UltraStrict_Direct_AIS;Extended_Etiologic,direct_ischemic;thrombophilia,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
F7,Coagulation Factor VII,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
F8,Coagulation Factor VIII,2157,ENSG00000185010,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.7805169,99.0,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FABP2,Fatty Acid Binding Protein 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,74.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FABP3,Fatty Acid Binding Protein 3,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,78.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FABP4,Fatty Acid Binding Protein 4,2167,ENSG00000170323,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,4.0559306,83.0,,,,,0.2,1.0,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FAP,Fibroblast Activation Protein Alpha,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,79.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FAS,Fas Cell Surface Death Receptor,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FBF1,Fas binding factor 1,85302,ENSG00000188878,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FBN1,Fibrillin 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FCAR,Fc Alpha Receptor,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,80.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FCN3,Ficolin 3,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.153762,79.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FGA,fibrinogen alpha chain,2243,ENSG00000171560,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FGF19,Fibroblast Growth Factor 19,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,77.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FGF2,fibroblast growth factor 2,2247,ENSG00000138685,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FN1,fibronectin 1,2335,ENSG00000115414,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FOXE3,Forkhead Box E3,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,79.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FOXJ2,Forkhead Box J2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,70.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FOXO3,Forkhead Box O3,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,90.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FOXO4,Forkhead Box O4,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.4548626,78.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FPR2,Formyl Peptide Receptor 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,86.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FTH1,Ferritin Heavy Chain 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,95.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FTO,FTO Alpha-Ketoglutarate Dependent Dioxygenase,79068,ENSG00000140718,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.6111301,94.0,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
FUNDC1,FUN14 Domain Containing 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,58.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
G6PD,Glucose-6-Phosphate Dehydrogenase,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.9122307,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GAPDH,Glyceraldehyde-3-Phosphate Dehydrogenase,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,92.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GAS6,Growth Arrest Specific 6,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,89.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GATA2,GATA Binding Protein 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GCFC2,GC-rich sequence DNA-binding factor 2,6936,ENSG00000005436,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.25,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GCG,Glucagon,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,81.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GDF15,Growth Differentiation Factor 15,9518,ENSG00000130513,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,3.523361,76.0,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GDNF,Glial Cell Derived Neurotrophic Factor,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,93.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GFAP,Glial Fibrillary Acidic Protein,2670,ENSG00000131095,Strict,True,True,True,True,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,True,True,True,4.521371,100.0,,,,,0.3,0.9090909090909092,11,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GGCX,Gamma-Glutamyl Carboxylase,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.4548626,96.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GLA,Galactosidase Alpha,2717,,MediumExtended,False,False,True,True,,0,OMIM,1,GeneCards;OMIM,2,False,False,True,False,False,True,False,False,False,2.5902042,94.0,300644,301500,Extended_Etiologic,metabolic_vasculopathy,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GLI1,GLI Family Zinc Finger 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,95.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GNAQ,G Protein Subunit Alpha Q,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,93.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GNB2,G Protein Subunit Beta 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,91.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GP1BA,glycoprotein Ib platelet subunit alpha,2811,ENSG00000185245,BroadSensitivity,False,False,False,True,,0,,0,DisGeNET,1,False,False,False,False,False,False,False,False,True,,,,,,,0.2,0.5,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GP6,Glycoprotein VI Platelet,51206,ENSG00000088053,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.6111301,90.0,,,,,0.25,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GPI,Glucose-6-Phosphate Isomerase,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GPM6A,glycoprotein M6A,2823,ENSG00000150625,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GRIA1,Glutamate Ionotropic Receptor AMPA Type Subunit 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GRIN1,glutamate ionotropic receptor NMDA type subunit 1,2902,ENSG00000176884,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GSDMD,gasdermin D,79792,ENSG00000104518,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GSK3B,Glycogen Synthase Kinase 3 Beta,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.5902042,96.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
GUCY1A1,Guanylate Cyclase 1 Soluble Subunit Alpha 1,2982,,MediumExtended,False,False,True,True,,0,OMIM,1,GeneCards;OMIM,2,False,False,True,False,False,True,False,False,False,1.3140942,89.0,139396,615750,Extended_Etiologic,moyamoya,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HABP2,Hyaluronan Binding Protein 2,3026,ENSG00000148702,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,2.153762,84.0,,,,,0.25,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HAMP,Hepcidin Antimicrobial Peptide,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,81.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HBB,Hemoglobin Subunit Beta,3043,ENSG00000244734,MediumExtended,False,False,True,True,,0,OMIM;DisGeNET,2,GeneCards;OMIM;DisGeNET,3,False,False,True,False,False,True,False,True,True,1.3140942,100.0,141900,603903,Extended_Etiologic,hematologic,0.2,1.0,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HDAC2,Histone Deacetylase 2,3066,ENSG00000196591,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.7358501,92.0,,,,,0.25,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HDAC4,Histone Deacetylase 4,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HECTD1,HECT Domain E3 Ubiquitin Protein Ligase 1,25831,ENSG00000092148,MediumExtended,False,False,True,True,,0,DisGeNET,1,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,True,True,1.6111301,77.0,,,,,0.25,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HEMK2,"HemK Methyltransferase 2, ETF1 Glutamine And Histone H4 Lysine",,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,67.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HEY2,Hes Related Family BHLH Transcription Factor With YRPW Motif 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3140942,78.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HGF,hepatocyte growth factor,3082,ENSG00000019991,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HIF1A,Hypoxia Inducible Factor 1 Subunit Alpha,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,4.486366,96.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HJV,Hemojuvelin BMP Co-Receptor,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.278482,81.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HMGB1,High Mobility Group Box 1,3146,ENSG00000189403,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,4.3031163,94.0,,,,,0.2,1.0,4,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HMOX1,Heme Oxygenase 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.5259428,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HOMER1,Homer Scaffold Protein 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,81.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HPRT1,Hypoxanthine Phosphoribosyltransferase 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,95.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HPSE,Heparanase,10855,ENSG00000173083,BroadSensitivity,False,False,False,True,,0,,0,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,False,True,1.6111301,81.0,,,,,0.2,0.0,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HR,HR Lysine Demethylase And Nuclear Receptor Corepressor,,,Primary,False,True,True,True,GeneCards,1,GeneCards,1,GeneCards,1,False,True,True,False,False,False,False,False,False,3.2676756,83.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HSPD1,Heat Shock Protein Family D (Hsp60) Member 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
HTRA1,HTRA serine peptidase 1,5654,,Primary,False,True,True,True,OMIM,1,OMIM,1,OMIM,1,False,False,False,False,True,True,False,False,False,,,602194,600142;616779,Primary_Adult_Monogenic,arteriopathy,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ICAM1,Intercellular Adhesion Molecule 1,3383,ENSG00000090339,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,4.2075415,95.0,,,,,0.2,1.0,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ICAM3,Intercellular Adhesion Molecule 3,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,80.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
IFNG,interferon gamma,3458,ENSG00000111537,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,3,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
